indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
2694,nature communications,2041-1723,69203,5735,12.06678291,4.262,2015
2695,nefrologia,0211-6995,748,662,1.129909366,0.217,2015
2696,neohelicon,1588-2810,29,54,0.537037037,0.085,2015
2697,neophilologus,1572-8668,23,71,0.323943662,0.045,2015
2698,neoplasia,1476-5586,2780,559,4.973166369,1.397,2015
2699,neotropical biology and conservation,2236-3777,60,93,0.64516129,0.107,2015
2700,neotropical entomology,1678-8052,498,466,1.068669528,0.202,2015
2701,neotropical ichthyology,1679-6225,535,390,1.371794872,0.276,2015
2702,neotropical ichthyology,1982-0224,535,390,1.371794872,0.276,2015
2703,nepal journal of obstetrics and gynaecology,1999-8546,25,51,0.490196078,0.076,2015
2704,nepalese journal of ophthalmology,2091-0320,115,163,0.705521472,0.12,2015
2705,netherlands international law review,1741-6191,23,47,0.489361702,0.076,2015
2706,network modeling analysis in health informatics and bioinformatics,2192-6670,63,56,1.125,0.215,2015
2707,networks and spatial economics,1572-9427,375,139,2.697841727,0.647,2015
2708,neural computing and applications,1433-3058,2828,1263,2.239113222,0.512,2015
2709,neural development,1749-8104,620,162,3.827160494,1.005,2015
2710,neural plasticity,1687-5443,1160,269,4.312267658,1.168,2015
2711,neural plasticity,2090-5904,1160,269,4.312267658,1.168,2015
2712,neural processing letters,1573-773X,361,188,1.920212766,0.422,2015
2713,neural regeneration research,1673-5374,853,877,0.972633979,0.179,2015
2714,neural regeneration research,1876-7958,853,877,0.972633979,0.179,2015
2715,neural systems & circuits,2042-1001,30,21,1.428571429,0.291,2015
2716,neurochemical research,1573-6903,3497,1327,2.635267521,0.629,2015
2717,neurochirurgie,0028-3770,164,209,0.784688995,0.137,2015
2718,neurocomputing,0925-2312,8987,2615,3.436711281,0.878,2015
2719,neurocritical care,1556-0961,2156,708,3.04519774,0.754,2015
2720,neuroethics,1874-5504,318,154,2.064935065,0.462,2015
2721,neurogenetics,1364-6753,643,207,3.106280193,0.773,2015
2722,neuroimage,1053-8119,41326,5257,7.861137531,2.486,2015
2723,neuroinformatics,1559-0089,544,166,3.277108434,0.827,2015
2724,neurological sciences,1590-3478,2378,1468,1.619891008,0.341,2015
2725,neurology asia,1823-6138,9,16,0.5625,0.09,2015
2726,neurology india,0028-3886,799,919,0.869423286,0.156,2015
2727,neurology india,1998-4022,799,919,0.869423286,0.156,2015
2728,neurology international,2035-8377,103,84,1.226190476,0.24,2015
2729,neurology research international,2090-1860,419,135,3.103703704,0.772,2015
2730,neuromolecular medicine,1559-1174,1007,227,4.436123348,1.21,2015
2731,neuron,0896-6273,32415,2142,15.13305322,5.666,2015
2732,neuropeptides,0143-4179,715,265,2.698113208,0.647,2015
2733,neuropharmacology,0028-3908,9289,1799,5.163424125,1.465,2015
2734,neuropsychiatric disease and treatment,1176-6328,1640,694,2.363112392,0.548,2015
2735,neuropsychiatric disease and treatment,1178-2021,1640,694,2.363112392,0.548,2015
2736,neuropsychiatrie,2194-1327,45,63,0.714285714,0.122,2015
2737,neuropsychologia,0028-3932,8465,1943,4.356664951,1.183,2015
2739,neuropsychology review,1573-6660,1276,143,8.923076923,2.915,2015
2740,neuroradiology,1432-1920,1850,683,2.70863836,0.651,2015
2741,neuroscience,0306-4522,14670,4094,3.583292623,0.925,2015
2742,neuroscience bulletin,1995-8218,827,361,2.290858726,0.527,2015
2743,neurosignals,1424-8638,207,88,2.352272727,0.545,2015
2744,neurosurgical focus,1092-0684,2727,829,3.289505428,0.831,2015
2745,neurosurgical review,1437-2320,737,320,2.303125,0.531,2015
2746,neurotherapeutics,1878-7479,2141,333,6.429429429,1.93,2015
2747,neurotoxicity research,1476-3524,1325,385,3.441558442,0.879,2015
2748,neurotoxicology,0161-813X,2540,649,3.913713405,1.034,2015
2749,new disease reports,2044-0588,161,189,0.851851852,0.152,2015
2750,new forests,1573-5095,566,277,2.0433213,0.456,2015
2751,new journal of physics,1367-2630,11933,4085,2.921175031,0.716,2015
2752,new voices,2204-194X,5,7,0.714285714,0.122,2015
2753,new zealand journal of educational studies,2199-4714,49,68,0.720588235,0.123,2015
2754,nexus network journal,1522-4600,65,106,0.613207547,0.1,2015
2755,nispacee journal of public administration and policy,1338-4309,17,27,0.62962963,0.104,2015
2756,noise & health,1463-1741,616,250,2.464,0.578,2015
2757,nonlinear biomedical physics,1753-4631,49,29,1.689655172,0.359,2015
2758,nonlinear dynamics,1573-269X,6361,2096,3.034828244,0.751,2015
2759,nonlinear processes in geophysics,1023-5809,709,386,1.836787565,0.399,2015
2760,nonlinear processes in geophysics,1607-7946,709,386,1.836787565,0.399,2015
2761,northwestern university law review,0029-3571,86,98,0.87755102,0.158,2015
2762,npg asia materials,1884-4049,1782,165,10.8,3.707,2015
2763,npg asia materials,1884-4057,1782,165,10.8,3.707,2015
2764,nuclear engineering and technology,1738-5733,467,347,1.345821326,0.27,2015
2765,nuclear medicine and molecular imaging,1869-3482,283,222,1.274774775,0.252,2015
2766,nuclear science and techniques,2210-3147,4,15,0.266666667,0.035,2015
2767,nuclear technology & radiation protection,1451-3994,76,136,0.558823529,0.089,2015
2768,nuclear technology & radiation protection,1452-8185,76,136,0.558823529,0.089,2015
2769,nucleic acids research,0305-1048,61150,6540,9.350152905,3.092,2015
2770,nucleic acids research,1362-4962,61150,6540,9.350152905,3.092,2015
2771,nucleus animalium,2175-1463,9,16,0.5625,0.09,2015
2772,nukleonika,0029-5922,123,195,0.630769231,0.104,2015
2773,numeracy,1936-4660,125,74,1.689189189,0.359,2015
2774,numerical algorithms,1572-9265,919,477,1.926624738,0.424,2015
2775,numerische mathematik,0945-3245,779,365,2.134246575,0.482,2015
2776,nursing research and practice,2090-1437,484,235,2.059574468,0.461,2015
2777,nutrient cycling in agroecosystems,1573-0867,898,366,2.453551913,0.575,2015
2778,nutrients,2072-6643,4770,935,5.101604278,1.443,2015
2779,nutrition,0899-9007,3715,1052,3.531368821,0.908,2015
2780,nutrition & diabetes,2044-4052,548,144,3.805555556,0.998,2015
2781,nutrition & metabolism,1743-7075,1929,421,4.581947743,1.26,2015
2782,nutrition journal,1475-2891,3103,604,5.137417219,1.456,2015
2783,obesity facts,1662-4025,853,310,2.751612903,0.664,2015
2784,obesity facts,1662-4033,853,310,2.751612903,0.664,2015
2785,obesity surgery,1708-0428,5274,1324,3.983383686,1.057,2015
2786,obstetrics and gynecology international,1687-9597,598,259,2.308880309,0.532,2015
2787,occupational therapy international,1557-0703,164,96,1.708333333,0.364,2015
2788,ocean and polar research,2234-7313,61,149,0.409395973,0.06,2015
2789,ocean dynamics,1616-7228,1127,530,2.126415094,0.48,2015
2790,ocean science,1812-0784,1002,317,3.160883281,0.79,2015
2791,ocean science discussions,1812-0822,40,77,0.519480519,0.081,2015
2792,ocean science journal,2005-7172,212,142,1.492957746,0.308,2015
2793,oceanography,1042-8275,1348,405,3.328395062,0.843,2015
2794,oceanologia,0078-3234,278,201,1.383084577,0.279,2015
2795,oecologia,1432-1939,6032,1627,3.707437001,0.966,2015
2796,oman journal of ophthalmology,0974-7842,171,176,0.971590909,0.179,2015
2797,oman medical journal,2070-5204,550,437,1.258581236,0.248,2015
2798,oncologie,1765-2839,28,139,0.201438849,0.025,2015
2799,oncology reviews,1970-5557,63,124,0.508064516,0.079,2015
2800,oncotargets and therapy,1178-6930,1542,520,2.965384615,0.729,2015
2801,onderstepoort journal of veterinary research,0030-2465,197,173,1.138728324,0.219,2015
2802,onderstepoort journal of veterinary research,2219-0635,197,173,1.138728324,0.219,2015
2803,open biology,2046-2441,1138,197,5.776649746,1.687,2015
2804,open economies review,1573-708X,306,195,1.569230769,0.327,2015
2805,open mathematics,2391-5455,416,495,0.84040404,0.149,2015
2806,open medicine,2391-5463,266,146,1.821917808,0.395,2015
2807,opera,2346-2159,7,13,0.538461538,0.085,2015
2808,operational research,1866-1505,147,95,1.547368421,0.322,2015
2809,operations management research,1936-9743,117,56,2.089285714,0.469,2015
2810,ophthalmology,0161-6420,13204,2120,6.228301887,1.855,2015
2811,optica applicata,1899-7015,187,257,0.727626459,0.125,2015
2812,optical and quantum electronics,1572-817X,496,361,1.373961219,0.277,2015
2813,optical review,1349-9432,258,336,0.767857143,0.133,2015
2814,optics express,1094-4087,53192,15348,3.465728434,0.887,2015
2815,optimization and engineering,1573-2924,328,154,2.12987013,0.481,2015
2816,optimization letters,1862-4480,782,514,1.521400778,0.315,2015
2817,or spectrum,1436-6304,693,196,3.535714286,0.91,2015
2818,oral and maxillofacial surgery,1865-1569,432,244,1.770491803,0.381,2015
2819,oral radiology,1613-9674,79,102,0.774509804,0.135,2015
2820,oral tradition,1542-4308,12,42,0.285714286,0.038,2015
2821,orbis,0030-4387,88,118,0.745762712,0.128,2015
2822,order,1572-9273,136,138,0.985507246,0.182,2015
2823,organic chemistry international,2090-2018,22,64,0.34375,0.048,2015
2824,organisms diversity & evolution,1618-1077,562,167,3.365269461,0.855,2015
2825,organizacija,1581-1832,49,83,0.590361446,0.096,2015
2826,oriental pharmacy and experimental medicine,2211-1069,143,139,1.028776978,0.193,2015
2827,origins of life and evolution of biospheres,1573-0875,248,186,1.333333333,0.267,2015
2828,orphanet journal of rare diseases,1750-1172,3148,713,4.415147265,1.203,2015
2829,orthopedic reviews,2035-8164,212,123,1.723577236,0.368,2015
2830,osaka journal of mathematics,0030-6126,149,182,0.818681319,0.144,2015
2831,osteopathic medicine and primary care,1750-4732,5,4,1.25,0.246,2015
2832,osteoporosis international,1433-2965,6686,1565,4.272204473,1.154,2015
2833,oxidation of metals,1573-4889,533,310,1.719354839,0.367,2015
2834,oxidative medicine and cellular longevity,1942-0900,3554,708,5.019774011,1.414,2015
2835,oxidative medicine and cellular longevity,1942-0994,3554,708,5.019774011,1.414,2015
2836,pachyderm,1026-2881,15,29,0.517241379,0.081,2015
2837,paddy and water environment,1611-2504,353,220,1.604545455,0.337,2015
2838,pain physician,1533-3159,1965,563,3.490230906,0.895,2015
2839,pain research & management,1203-6765,579,215,2.693023256,0.646,2015
2840,pain research and treatment,2090-1550,380,150,2.533333333,0.598,2015
2841,pakistan journal of biological sciences,1028-8880,847,850,0.996470588,0.185,2015
2842,pakistan journal of biological sciences,1812-5735,847,850,0.996470588,0.185,2015
2843,pakistan journal of botany,0556-3321,668,500,1.336,0.267,2015
2844,pakistan journal of medical sciences,1682-024X,370,446,0.829596413,0.147,2015
2845,pakistan journal of nutrition,1680-5194,699,671,1.041728763,0.196,2015
2846,pakistan journal of nutrition,1994-7984,699,671,1.041728763,0.196,2015
2847,pakistan veterinary journal,0253-8318,483,431,1.120649652,0.214,2015
2848,pakistan veterinary journal,2074-7764,483,431,1.120649652,0.214,2015
2849,palaeobiodiversity and palaeoenvironments,1867-1608,270,145,1.862068966,0.406,2015
2850,palaeontologia electronica,1094-8074,75,59,1.271186441,0.251,2015
2851,palaeoworld,1871-174X,141,127,1.11023622,0.212,2015
2852,pancreatology,1424-3903,1400,514,2.723735409,0.655,2015
2853,panoeconomicus,1452-595X,138,143,0.965034965,0.178,2015
2854,panoeconomicus,2217-2386,138,143,0.965034965,0.178,2015
2855,parasite,1252-607X,502,265,1.894339623,0.415,2015
2856,parasite,1776-1042,502,265,1.894339623,0.415,2015
2857,parasites & vectors,1756-3305,6548,1654,3.958887545,1.049,2015
2858,parasitology research,1432-1955,5958,2406,2.476309227,0.581,2015
2859,particle and fibre toxicology,1743-8977,2964,261,11.35632184,3.948,2015
2860,particuology,1674-2001,1225,492,2.489837398,0.585,2015
2861,pastoral psychology,1573-6679,179,223,0.802690583,0.141,2015
2862,pathogenetics,1755-8417,242,96,2.520833333,0.594,2015
2863,pathology,0031-3025,1101,677,1.626292467,0.342,2015
2864,pathology & oncology research,1532-2807,1039,576,1.803819444,0.39,2015
2865,pathology research international,2042-003X,400,202,1.98019802,0.439,2015
2866,pathophysiology,0928-4680,409,168,2.43452381,0.569,2015
2867,patient preference and adherence,1177-889X,1174,498,2.357429719,0.546,2015
2868,patient safety in surgery,1754-9493,284,144,1.972222222,0.437,2015
2869,pattern analysis and applications,1433-755X,388,189,2.052910053,0.459,2015
2870,pediatric cardiology,1432-1971,1948,1175,1.65787234,0.351,2015
2871,pediatric drugs,1179-2019,485,228,2.127192982,0.48,2015
2872,pediatric nephrology,1432-198X,3612,1374,2.628820961,0.627,2015
2873,pediatric radiology,1432-1998,2198,1236,1.778317152,0.383,2015
2874,pediatric reports,2036-7503,144,115,1.252173913,0.246,2015
2875,pediatric rheumatology,1546-0096,520,396,1.313131313,0.262,2015
2876,pediatric surgery international,1437-9813,1381,973,1.419321686,0.289,2015
2877,pedosphere,1002-0160,971,426,2.279342723,0.524,2015
2878,peerj,2167-8359,1912,679,2.815905744,0.683,2015
2879,peptides,0196-9781,4152,1470,2.824489796,0.686,2015
2880,perfiles latinoamericanos,0188-7653,34,47,0.723404255,0.124,2015
2881,perfiles latinoamericanos,2309-4982,34,47,0.723404255,0.124,2015
2882,periodica mathematica hungarica,1588-2829,97,106,0.91509434,0.166,2015
2883,personal and ubiquitous computing,1617-4917,21,19,1.105263158,0.211,2015
2884,pesquisa agropecuaria brasileira,0100-204X,1113,901,1.235294118,0.242,2015
2885,pesquisa florestal brasileira,1983-2605,164,192,0.854166667,0.152,2015
2886,pesquisa operacional,1678-5142,152,130,1.169230769,0.226,2015
2887,pesquisa veterinaria brasileira,0100-736X,642,846,0.758865248,0.131,2015
2888,petroleum science,1672-5107,328,291,1.127147766,0.216,2015
2889,petroleum science,1995-8226,328,291,1.127147766,0.216,2015
2890,petrology,2322-2182,237,177,1.338983051,0.268,2015
2891,pharmaceutical research,1573-904X,5993,1356,4.419616519,1.205,2015
2892,pharmaceuticals,1424-8247,1258,455,2.764835165,0.668,2015
2893,pharmaceutics,1999-4923,562,180,3.122222222,0.778,2015
2894,pharmacoeconomics,1179-2027,1390,482,2.883817427,0.704,2015
2895,pharmacognosy research,0974-8490,413,256,1.61328125,0.339,2015
2896,pharmacological reports,1734-1140,1952,815,2.395092025,0.557,2015
2897,phenomenology and the cognitive sciences,1572-8676,321,166,1.93373494,0.426,2015
2898,philosophia,1574-9274,105,219,0.479452055,0.074,2015
2899,philosophical investigations,2423-4419,19,44,0.431818182,0.065,2015
2900,philosophical studies,1573-0883,981,749,1.309746328,0.261,2015
2901,philosophy & technology,2210-5441,249,124,2.008064516,0.447,2015
2902,philosophy of management,2052-9597,11,44,0.25,0.032,2015
2903,photonic network communications,1572-8188,232,206,1.126213592,0.216,2015
2904,photosynthesis research,1573-5079,1914,491,3.898167006,1.029,2015
2905,photosynthetica,1573-9058,614,345,1.779710145,0.384,2015
2906,physical review x,2160-3308,1518,398,3.814070352,1.001,2015
2907,physics and chemistry of minerals,1432-2021,542,363,1.493112948,0.308,2015
2908,physics in perspective,1422-6960,25,42,0.595238095,0.097,2015
2909,physics letters b,0370-2693,14280,4257,3.354474982,0.851,2015
2910,physics letters b,1873-2445,14280,4257,3.354474982,0.851,2015
2911,physics of the solid state,1063-7834,1338,1603,0.834684966,0.148,2015
2912,physics research international,2090-2239,81,85,0.952941176,0.175,2015
2913,physiological reports,1365-3032,844,457,1.846827133,0.402,2015
2914,physiological reports,2051-817X,844,457,1.846827133,0.402,2015
2915,physiological research,1802-9973,948,452,2.097345133,0.472,2015
2916,physiotherapy,0031-9406,785,266,2.95112782,0.725,2015
2917,phytochemistry,0031-9422,4522,1295,3.491891892,0.896,2015
2918,phytochemistry reviews,1572-980X,874,201,4.348258706,1.18,2015
2919,phytokeys,1314-2003,173,147,1.176870748,0.228,2015
2920,phytokeys,1314-2011,173,147,1.176870748,0.228,2015
2921,phytomedicine,0944-7113,3749,1006,3.726640159,0.972,2015
2922,phytoparasitica,1876-7184,348,289,1.204152249,0.235,2015
2923,phytopathologia mediterranea,0031-9465,342,221,1.547511312,0.322,2015
2924,phytopathologia mediterranea,1593-2095,342,221,1.547511312,0.322,2015
2925,pituitary,1573-7403,1109,360,3.080555556,0.765,2015
2926,placenta,0143-4004,3725,1057,3.524124882,0.906,2015
2927,plant and soil,1573-5036,8613,2156,3.994897959,1.061,2015
2928,plant biotechnology journal,1467-7644,3358,495,6.783838384,2.065,2015
2929,plant biotechnology journal,1467-7652,3358,495,6.783838384,2.065,2015
2930,plant biotechnology reports,1863-5474,416,200,2.08,0.467,2015
2931,plant breeding and seed science,2083-599X,35,45,0.777777778,0.135,2015
2932,plant cell reports,1432-203X,3025,848,3.567216981,0.92,2015
2933,plant ecology,1573-5052,1594,756,2.108465608,0.475,2015
2934,plant foods for human nutrition,1573-9104,1026,302,3.397350993,0.865,2015
2935,plant growth regulation,1573-5087,1201,485,2.47628866,0.581,2015
2936,plant methods,1746-4811,979,215,4.553488372,1.251,2015
2937,plant molecular biology,1573-5028,3105,695,4.467625899,1.221,2015
2938,plant molecular biology reporter,1572-9818,1225,588,2.083333333,0.468,2015
2939,plant omics,1836-3644,376,274,1.372262774,0.277,2015
2940,plant pathology journal,1598-2254,367,380,0.965789474,0.178,2015
2941,plant pathology journal,1812-5387,367,380,0.965789474,0.178,2015
2942,plant pathology journal,1812-5425,367,380,0.965789474,0.178,2015
2943,plant production science,1343-943X,201,190,1.057894737,0.199,2015
2944,plant production science,1349-1008,201,190,1.057894737,0.199,2015
2945,plant soil and environment,1214-1178,588,410,1.434146341,0.292,2015
2946,plant systematics and evolution,2199-6881,1177,763,1.54259502,0.32,2015
2947,planta,1432-2048,4484,1136,3.947183099,1.045,2015
2948,planta daninha,0100-8358,468,470,0.995744681,0.185,2015
2949,plasma chemistry and plasma processing,1572-8986,682,357,1.910364146,0.419,2015
2950,plasmid,0147-619X,433,250,1.732,0.371,2015
2951,plasmonics,1557-1963,1598,622,2.569131833,0.609,2015
2952,plastic surgery international,2090-147X,153,92,1.663043478,0.352,2015
2953,platinum metals review,1471-0676,222,90,2.466666667,0.578,2015
2954,plos biology,1545-7885,11637,1194,9.746231156,3.258,2015
2955,plos computational biology,1553-734X,14348,2453,5.849164289,1.714,2015
2956,plos computational biology,1553-7358,14348,2453,5.849164289,1.714,2015
2957,plos genetics,1553-7404,28242,3442,8.205113306,2.623,2015
2958,plos medicine,1549-1676,11109,963,11.53582555,4.027,2015
2959,plos neglected tropical diseases,1935-2735,13941,2707,5.149981529,1.46,2015
2960,plos one,1932-6203,426949,104705,4.077637171,1.089,2015
2961,plos pathogens,1553-7366,25433,3173,8.015442799,2.547,2015
2962,plos pathogens,1553-7374,25433,3173,8.015442799,2.547,2015
2963,pm&r,1934-1482,2052,857,2.394399067,0.557,2015
2964,pmc physics a,1754-0410,2,1,2,0.444,2015
2965,pmc physics b,1754-0429,1,4,0.25,0.032,2015
2966,poetics,0304-422X,493,151,3.264900662,0.823,2015
2967,poiesis & praxis,1615-6617,22,41,0.536585366,0.085,2015
2968,polar biology,1432-2056,1792,832,2.153846154,0.488,2015
2969,polar research,0800-0395,390,201,1.940298507,0.428,2015
2970,polar research,1751-8369,390,201,1.940298507,0.428,2015
2971,policy sciences,1573-0891,322,97,3.319587629,0.84,2015
2972,polish journal of chemical technology,1509-8117,194,251,0.772908367,0.134,2015
2973,polish journal of chemical technology,1899-4741,194,251,0.772908367,0.134,2015
2974,polish journal of pathology,1233-9687,237,204,1.161764706,0.224,2015
2975,polish journal of pathology,2084-9869,237,204,1.161764706,0.224,2015
2976,polish journal of veterinary sciences,1505-1773,418,441,0.947845805,0.174,2015
2977,polish maritime research,2083-7429,117,138,0.847826087,0.151,2015
2978,polish polar research,0138-0338,182,122,1.491803279,0.307,2015
2979,polish polar research,2081-8262,182,122,1.491803279,0.307,2015
2980,polish psychological bulletin,1641-7844,84,114,0.736842105,0.127,2015
2981,politica y gobierno,1665-2037,44,36,1.222222222,0.239,2015
2982,political behavior,1573-6687,619,161,3.844720497,1.011,2015
2983,politikon,1470-1014,73,90,0.811111111,0.143,2015
2984,polyhedron,0277-5387,5434,2744,1.9803207,0.439,2015
2985,polymer,0032-3861,14874,3758,3.95795636,1.048,2015
2986,polymer bulletin,1436-2449,1609,1068,1.506554307,0.311,2015
2987,polymers,2073-4360,2070,449,4.610244989,1.27,2015
2988,population and environment,1573-7810,400,118,3.389830508,0.863,2015
2989,population ecology,1438-390X,483,275,1.756363636,0.377,2015
2990,population health metrics,1478-7954,879,170,5.170588235,1.467,2015
2991,population research and policy review,1573-7829,377,189,1.994708995,0.443,2015
2992,portuguese economic journal,1617-9838,26,39,0.666666667,0.112,2015
2993,positivity,1572-9281,180,214,0.841121495,0.149,2015
2994,postepy dermatologii i alergologii,1642-395X,214,127,1.68503937,0.358,2015
2995,postepy higieny i medycyny doswiadczalnej,0032-5449,369,361,1.022160665,0.191,2015
2996,postepy w kardiologii interwencyjnej,1734-9338,1,1,1,0.186,2015
2997,potato research,1871-4528,167,121,1.380165289,0.279,2015
2998,potential analysis,1572-929X,317,240,1.320833333,0.264,2015
2999,ppar research,1687-4765,589,233,2.527896996,0.597,2015
3000,precision agriculture,1573-1618,659,235,2.804255319,0.68,2015
3001,prevention science,1573-6695,1289,300,4.296666667,1.163,2015
3002,primates,1610-7365,392,228,1.719298246,0.367,2015
3003,probability theory and related fields,1432-2064,965,349,2.76504298,0.668,2015
3004,probiotics and antimicrobial proteins,1867-1314,256,140,1.828571429,0.397,2015
3005,procare,1613-7574,3,15,0.2,0.025,2015
3006,proceedings of the american thoracic society,1943-5665,748,307,2.436482085,0.569,2015
3007,production engineering,1863-7353,411,341,1.205278592,0.235,2015
3008,progress in artificial intelligence,2192-6360,106,49,2.163265306,0.49,2015
3009,progress in orthodontics,2196-1042,289,172,1.680232558,0.357,2015
3010,progress in physics,1555-5615,3,14,0.214285714,0.027,2015
3011,progress of theoretical and experimental physics,2050-3911,666,302,2.205298013,0.502,2015
3012,project baikal,2309-3072,1,2,0.5,0.078,2015
3013,prospects,1573-9090,196,154,1.272727273,0.252,2015
3014,prostate cancer,2090-312X,265,103,2.572815534,0.61,2015
3015,protein & cell,1674-800X,1523,513,2.968810916,0.73,2015
3016,protein & cell,1674-8018,1523,513,2.968810916,0.73,2015
3017,proteome science,1477-5956,964,362,2.662983425,0.637,2015
3018,protist,1434-4610,811,262,3.095419847,0.77,2015
3019,protoplasma,1615-6102,1541,546,2.822344322,0.685,2015
3020,psicologia & sociedade,1807-0310,241,352,0.684659091,0.115,2015
3021,psicologia em estudo,1807-0329,225,254,0.885826772,0.159,2015
3022,psicologica,0211-2159,212,296,0.716216216,0.122,2015
3023,psicothema,0214-9915,1051,541,1.942698706,0.428,2015
3024,psicothema,1886-144X,1051,541,1.942698706,0.428,2015
3025,psihologija,0048-5705,75,87,0.862068966,0.154,2015
3026,psihologija,1451-9283,75,87,0.862068966,0.154,2015
3027,psychiatria polska,0033-2674,167,269,0.620817844,0.102,2015
3028,psychiatric quarterly,1573-6709,324,178,1.820224719,0.395,2015
3029,psychologica belgica,0033-2879,168,99,1.696969697,0.361,2015
3030,psychologica belgica,2054-670X,168,99,1.696969697,0.361,2015
3031,psychological injury and law,1938-9728,157,118,1.330508475,0.266,2015
3032,psychology of language and communication,2083-8506,29,42,0.69047619,0.117,2015
3033,psychometrika,1860-0980,565,188,3.005319149,0.742,2015
3034,psychoneuroendocrinology,0306-4530,6891,1135,6.071365639,1.796,2015
3035,psychonomic bulletin & review,1531-5320,2711,740,3.663513514,0.951,2015
3036,psychopharmacology,1432-2072,7574,1881,4.026581606,1.071,2015
3037,psychosomatics,0033-3182,1094,455,2.404395604,0.56,2015
3039,psychotherapeut,1432-2080,179,205,0.873170732,0.157,2015
3040,psychotherapie forum,1613-7604,22,15,1.466666667,0.301,2015
3041,public choice,1573-7101,1176,551,2.13430127,0.482,2015
3042,public organization review,1573-7098,193,110,1.754545455,0.377,2015
3043,public transport,1613-7159,151,60,2.516666667,0.593,2015
3044,publishing research quarterly,1936-4792,115,106,1.08490566,0.206,2015
3045,publizistik,1862-2569,63,73,0.863013699,0.154,2015
3046,pulmonary medicine,2090-1844,462,172,2.686046512,0.644,2015
3047,pure and applied geophysics,1420-9136,1301,670,1.941791045,0.428,2015
3048,purinergic signalling,1573-9546,713,229,3.113537118,0.775,2015
3049,quaestiones geographicae,2081-6383,122,117,1.042735043,0.196,2015
3050,qualitative sociology,1573-7837,241,125,1.928,0.424,2015
3051,qualitative theory of dynamical systems,1662-3592,90,72,1.25,0.246,2015
3052,quality & quantity,1573-7845,1131,662,1.708459215,0.364,2015
3053,quality of life research,1573-2649,4048,1111,3.643564356,0.945,2015
3054,quantitative economics,1759-7323,421,94,4.478723404,1.225,2015
3055,quantitative economics,1759-7331,421,94,4.478723404,1.225,2015
3056,quantum information processing,1573-1332,1177,607,1.939044481,0.427,2015
3057,queueing systems,1572-9443,303,224,1.352678571,0.272,2015
3058,quimica nova,0100-4042,1436,1307,1.098699311,0.209,2015
3059,race and social problems,1867-1756,166,100,1.66,0.351,2015
3060,radiation and environmental biophysics,1432-2099,582,290,2.006896552,0.446,2015
3061,radiation oncology,1748-717X,3616,1104,3.275362319,0.826,2015
3062,radical teacher,1941-0832,24,62,0.387096774,0.056,2015
3063,radioengineering,1210-2512,85,70,1.214285714,0.237,2015
3064,radioengineering,1805-9600,85,70,1.214285714,0.237,2015
3065,radiography,1078-8174,291,263,1.106463878,0.211,2015
3066,radiologia brasileira,1678-7099,367,358,1.025139665,0.192,2015
3067,radiological physics and technology,1865-0341,167,157,1.063694268,0.201,2015
3068,radiology and oncology,1318-2099,445,235,1.893617021,0.415,2015
3069,radiology and oncology,1581-3207,445,235,1.893617021,0.415,2015
3070,radiology case reports,1930-0433,29,105,0.276190476,0.037,2015
3071,radiology research and practice,2090-195X,119,88,1.352272727,0.272,2015
3072,raffles bulletin of zoology,0217-2445,43,47,0.914893617,0.166,2015
3073,rambam maimonides medical journal,2076-9172,160,104,1.538461538,0.319,2015
3074,rangelands,0190-0528,103,168,0.613095238,0.1,2015
3075,rangifer,1890-6729,40,73,0.547945205,0.087,2015
3076,rare metals,1867-7185,614,646,0.950464396,0.174,2015
3077,rare tumors,2036-3613,210,240,0.875,0.157,2015
3078,raumforschung und raumordnung,1869-4179,118,126,0.936507937,0.171,2015
3079,reading and writing,1573-0905,1025,364,2.815934066,0.683,2015
3080,rechtsmedizin,1434-5196,126,203,0.620689655,0.102,2015
3081,records of natural products,1307-6167,110,62,1.774193548,0.382,2015
3082,regional environmental change,1436-378X,1672,487,3.433264887,0.877,2015
3083,rehabilitation research and practice,2090-2875,225,98,2.295918367,0.528,2015
3084,remote sensing,2072-4292,5401,1550,3.484516129,0.893,2015
3085,reproductive biology and endocrinology,1477-7827,2023,671,3.01490313,0.745,2015
3086,reproductive health,1742-4755,1144,278,4.115107914,1.101,2015
3088,reproductive medicine and biology,1447-0578,61,97,0.628865979,0.104,2015
3089,requirements engineering,1432-010X,460,200,2.3,0.53,2015
3090,res publica,1572-8692,74,107,0.691588785,0.117,2015
3091,research and humanities in medical education,2350-0565,,,,,2015
3092,research and practice in technology enhanced learning,1793-7078,19,15,1.266666667,0.25,2015
3093,research in engineering design,1435-6066,262,102,2.568627451,0.609,2015
3094,research in higher education,1573-188X,753,188,4.005319149,1.064,2015
3095,research in learning technology,2156-7077,360,141,2.553191489,0.604,2015
3096,research in science education,1573-1898,633,287,2.205574913,0.502,2015
3097,research journal of biotechnology,2278-4535,11,13,0.846153846,0.151,2015
3098,research journal of chemistry and environment,2278-4527,11,19,0.578947368,0.093,2015
3099,research journal of immunology,1994-7909,16,15,1.066666667,0.201,2015
3100,research journal of immunology,2077-2211,16,15,1.066666667,0.201,2015
3101,research journal of obstetrics and gynecology,1994-7925,5,6,0.833333333,0.148,2015
3102,research journal of obstetrics and gynecology,2077-222X,5,6,0.833333333,0.148,2015
